timestamp_s,found_lat,found_lon,x_m,y_m,heading_deg,speed_mps,neff
36017.400000,43.499993,42.499481,592.77,-375.98,123.67,40.00,3000
36017.600000,43.499948,42.499574,600.24,-380.96,124.43,40.00,3000
36017.800000,43.499907,42.499666,607.64,-385.54,123.65,40.00,3000
36018.000000,43.499864,42.499755,614.89,-390.33,121.76,40.00,3000
36018.200000,43.499822,42.499844,622.07,-394.93,123.42,40.00,3000
36018.400000,43.499779,42.499932,629.19,-399.71,122.68,40.00,3000
36018.600000,43.499736,42.500022,636.45,-404.52,123.92,40.00,3000
36018.800000,43.499694,42.500112,643.72,-409.25,123.47,40.00,3000
36019.000000,43.499653,42.500202,650.96,-413.79,123.06,40.00,3000
36019.200000,43.499610,42.500291,658.13,-418.53,122.12,40.00,3000
36019.400000,43.499566,42.500378,665.20,-423.48,123.41,40.00,3000
36019.600000,43.499524,42.500467,672.33,-428.17,125.03,40.00,3000
36019.800000,43.499482,42.500552,679.22,-432.81,123.35,40.00,3000
36020.000000,43.499438,42.500640,686.33,-437.69,123.95,40.00,3000
36020.200000,43.499395,42.500727,693.32,-442.50,124.48,40.00,3000
36020.400000,43.499352,42.500814,700.37,-447.30,124.48,40.00,3000
36020.600000,43.499307,42.500905,707.71,-452.29,124.27,40.00,3000
36020.800000,43.499263,42.500997,715.18,-457.25,124.23,40.00,3000
36021.000000,43.499217,42.501090,722.66,-462.29,123.55,40.00,3000
36021.200000,43.499172,42.501180,729.90,-467.28,124.00,40.00,3000
36021.400000,43.499125,42.501272,737.36,-472.53,124.58,40.00,3000
36021.600000,43.499081,42.501369,745.16,-477.47,125.15,40.00,3000
36021.800000,43.499036,42.501465,752.93,-482.52,122.30,40.00,3000
36022.000000,43.498991,42.501562,760.81,-487.53,123.02,40.00,3000
36022.200000,43.498945,42.501657,768.43,-492.65,122.42,40.00,3000
36022.400000,43.498899,42.501755,776.34,-497.75,123.91,40.00,3000
36022.600000,43.498851,42.501855,784.47,-503.06,122.81,40.00,3000
36022.800000,43.498803,42.501956,792.60,-508.36,123.14,40.00,3000
36023.000000,43.498756,42.502057,800.71,-513.67,123.14,40.00,3000
36023.200000,43.498707,42.502158,808.87,-519.09,123.18,40.00,3000
36023.400000,43.498658,42.502256,816.77,-524.58,123.59,40.00,3000
36023.600000,43.498609,42.502355,824.82,-529.96,124.81,40.00,3000
36023.800000,43.498560,42.502453,832.74,-535.41,123.76,40.00,3000
36024.000000,43.498511,42.502553,840.78,-540.90,124.53,40.00,3000
36024.200000,43.498464,42.502652,848.76,-546.15,124.35,40.00,3000
36024.400000,43.498416,42.502747,856.43,-551.48,123.34,40.00,3000
36024.600000,43.498366,42.502843,864.20,-557.08,124.77,40.00,3000
36024.800000,43.498319,42.502938,871.92,-562.26,125.76,40.00,3000
36025.000000,43.498274,42.503031,879.34,-567.31,123.87,40.00,3000
36025.200000,43.498229,42.503122,886.73,-572.26,124.19,40.00,3000
36025.400000,43.498183,42.503216,894.34,-577.44,123.84,40.00,3000
36025.600000,43.498136,42.503308,901.78,-582.67,124.24,40.00,3000
36025.800000,43.498089,42.503402,909.30,-587.92,125.11,40.00,3000
36026.000000,43.498042,42.503498,917.09,-593.15,124.91,40.00,3000
36026.200000,43.497995,42.503593,924.74,-598.31,123.88,40.00,3000
36026.400000,43.497948,42.503688,932.45,-603.60,124.01,40.00,3000
36026.600000,43.497901,42.503785,940.27,-608.85,124.44,40.00,3000
36026.800000,43.497853,42.503879,947.90,-614.12,123.88,40.00,3000
36027.000000,43.497806,42.503975,955.57,-619.40,124.62,40.00,3000
36027.200000,43.497757,42.504071,963.33,-624.82,124.58,40.00,3000
36027.400000,43.497709,42.504165,970.96,-630.16,124.90,40.00,3000
36027.600000,43.497663,42.504260,978.62,-635.34,125.00,40.00,3000
36027.800000,43.497616,42.504354,986.24,-640.59,124.06,40.00,3000
36028.000000,43.497569,42.504449,993.88,-645.82,124.58,40.00,3000
36028.200000,43.497520,42.504544,1001.56,-651.20,124.39,40.00,3000
36028.400000,43.497473,42.504638,1009.13,-656.44,125.00,40.00,3000
36028.600000,43.497426,42.504731,1016.66,-661.67,124.67,40.00,3000
36028.800000,43.497378,42.504825,1024.27,-667.01,124.77,40.00,3000
36029.000000,43.497329,42.504924,1032.26,-672.47,125.10,40.00,3000
36029.200000,43.497278,42.505021,1040.05,-678.14,124.31,40.00,3000
36029.400000,43.497230,42.505121,1048.14,-683.47,126.08,40.00,3000
36029.600000,43.497184,42.505217,1055.86,-688.63,123.36,40.00,3000
36029.800000,43.497137,42.505310,1063.36,-693.82,123.73,40.00,3000
36030.000000,43.497091,42.505404,1070.99,-698.98,124.72,40.00,3000
36030.200000,43.497045,42.505496,1078.42,-704.06,124.05,40.00,3000
36030.400000,43.496998,42.505586,1085.67,-709.35,124.38,40.00,3000
36030.600000,43.496953,42.505675,1092.86,-714.34,126.09,40.00,3000
36030.800000,43.496907,42.505764,1100.09,-719.48,124.78,40.00,3000
36031.000000,43.496861,42.505856,1107.49,-724.60,125.42,40.00,3000
36031.200000,43.496813,42.505946,1114.75,-729.94,124.67,40.00,3000
36031.400000,43.496768,42.506037,1122.13,-734.99,126.32,40.00,3000
36031.600000,43.496722,42.506126,1129.30,-740.09,124.38,40.00,3000
36031.800000,43.496676,42.506218,1136.73,-745.14,125.42,40.00,3000
36032.000000,43.496630,42.506312,1144.31,-750.28,124.19,40.00,3000
36032.200000,43.496584,42.506405,1151.84,-755.44,124.15,40.00,3000
36032.400000,43.496537,42.506502,1159.66,-760.61,124.39,40.00,3000
36032.600000,43.496490,42.506600,1167.53,-765.94,123.50,40.00,3000
36032.800000,43.496440,42.506695,1175.27,-771.45,124.07,40.00,3000
36033.000000,43.496392,42.506792,1183.08,-776.81,125.45,40.00,3000
36033.200000,43.496343,42.506887,1190.72,-782.23,124.48,40.00,3000
36033.400000,43.496295,42.506982,1198.38,-787.61,125.32,40.00,3000
36033.600000,43.496247,42.507073,1205.79,-792.97,125.09,40.00,3000
36033.800000,43.496199,42.507166,1213.22,-798.33,125.87,40.00,3000
36034.000000,43.496150,42.507259,1220.80,-803.73,125.82,40.00,3000
36034.200000,43.496101,42.507355,1228.51,-809.19,125.47,40.00,3000
36034.400000,43.496054,42.507452,1236.33,-814.42,125.27,40.00,3000
36034.600000,43.496004,42.507546,1243.97,-820.00,123.79,40.00,3000
36034.800000,43.495954,42.507643,1251.82,-825.51,126.15,40.00,3000
36035.000000,43.495907,42.507738,1259.47,-830.80,125.08,40.00,3000
36035.200000,43.495858,42.507833,1267.16,-836.22,124.62,40.00,3000
36035.400000,43.495809,42.507927,1274.74,-841.75,125.18,40.00,3000
36035.600000,43.495761,42.508021,1282.28,-847.07,126.12,40.00,3000
36035.800000,43.495713,42.508110,1289.50,-852.34,125.19,40.00,3000
36036.000000,43.495667,42.508200,1296.76,-857.50,126.14,40.00,3000
36036.200000,43.495622,42.508285,1303.60,-862.49,125.36,40.00,3000
36036.400000,43.495577,42.508367,1310.26,-867.54,126.13,40.00,3000
36036.600000,43.495533,42.508450,1316.98,-872.41,127.14,40.00,3000
36036.800000,43.495490,42.508534,1323.68,-877.16,126.00,40.00,3000
36037.000000,43.495445,42.508617,1330.39,-882.17,125.32,40.00,3000
36037.200000,43.495398,42.508703,1337.34,-887.48,126.72,40.00,3000
36037.400000,43.495353,42.508789,1344.34,-892.45,127.38,40.00,3000
36037.600000,43.495308,42.508873,1351.12,-897.41,125.39,40.00,3000
36037.800000,43.495264,42.508952,1357.51,-902.40,126.14,40.00,3000
36038.000000,43.495222,42.509032,1363.94,-906.98,127.98,40.00,3000
36038.200000,43.495181,42.509109,1370.13,-911.58,125.46,40.00,3000
36038.400000,43.495139,42.509184,1376.18,-916.33,126.62,40.00,3000
36038.600000,43.495098,42.509260,1382.37,-920.80,128.17,40.00,3000
36038.800000,43.495056,42.509334,1388.33,-925.53,125.84,40.00,3000
36039.000000,43.495015,42.509408,1394.32,-930.12,128.43,40.00,3000
36039.200000,43.494975,42.509480,1400.12,-934.57,127.42,40.00,3000
36039.400000,43.494934,42.509552,1405.94,-939.04,127.51,40.00,3000
36039.600000,43.494893,42.509625,1411.77,-943.68,127.50,40.00,3000
36039.800000,43.494851,42.509702,1418.00,-948.34,128.52,40.00,3000
36040.000000,43.494807,42.509783,1424.58,-953.23,126.77,40.00,3000
36040.200000,43.494764,42.509868,1431.41,-958.04,126.66,40.00,3000
36040.400000,43.494721,42.509951,1438.12,-962.84,125.15,40.00,3000
36040.600000,43.494676,42.510033,1444.72,-967.82,125.58,40.00,3000
36040.800000,43.494633,42.510115,1451.35,-972.64,127.01,40.00,3000
36041.000000,43.494590,42.510196,1457.90,-977.39,126.02,40.00,3000
36041.200000,43.494547,42.510277,1464.44,-982.16,125.93,40.00,3000
36041.400000,43.494504,42.510355,1470.80,-986.93,126.09,40.00,3000
36041.600000,43.494461,42.510434,1477.16,-991.77,126.89,40.00,3000
36041.800000,43.494418,42.510513,1483.47,-996.56,127.26,40.00,3000
36042.000000,43.494376,42.510588,1489.54,-1001.19,127.17,40.00,3000
36042.200000,43.494335,42.510663,1495.60,-1005.79,127.38,40.00,3000
36042.400000,43.494293,42.510738,1501.65,-1010.49,127.22,40.00,3000
36042.600000,43.494252,42.510814,1507.83,-1015.07,127.78,40.00,3000
36042.800000,43.494209,42.510893,1514.17,-1019.84,126.57,40.00,3000
36043.000000,43.494166,42.510969,1520.37,-1024.63,126.95,40.00,3000
36043.200000,43.494123,42.511049,1526.82,-1029.38,127.65,40.00,3000
36043.400000,43.494079,42.511129,1533.24,-1034.22,126.38,40.00,3000
36043.600000,43.494036,42.511211,1539.85,-1039.12,127.03,40.00,3000
36043.800000,43.493991,42.511290,1546.21,-1044.09,126.54,40.00,3000
36044.000000,43.493947,42.511370,1552.71,-1049.01,127.99,40.00,3000
36044.200000,43.493902,42.511450,1559.14,-1053.92,127.10,40.00,3000
36044.400000,43.493860,42.511531,1565.72,-1058.69,127.39,40.00,3000
36044.600000,43.493817,42.511611,1572.16,-1063.42,125.92,40.00,3000
36044.800000,43.493775,42.511686,1578.20,-1068.15,126.33,40.00,3000
36045.000000,43.493734,42.511762,1584.34,-1072.72,128.06,40.00,3000
36045.200000,43.493694,42.511839,1590.54,-1077.17,126.64,40.00,3000
36045.400000,43.493652,42.511915,1596.72,-1081.86,125.66,40.00,3000
36045.600000,43.493609,42.511992,1602.89,-1086.63,127.23,40.00,3000
36045.800000,43.493567,42.512069,1609.14,-1091.33,127.66,40.00,3000
36046.000000,43.493523,42.512145,1615.27,-1096.21,126.93,40.00,3000
36046.200000,43.493481,42.512221,1621.40,-1100.81,128.49,40.00,3000
36046.400000,43.493440,42.512298,1627.60,-1105.41,126.92,40.00,3000
36046.600000,43.493400,42.512370,1633.49,-1109.84,126.56,40.00,3000
36046.800000,43.493362,42.512441,1639.21,-1114.13,126.95,40.00,3000
36047.000000,43.493322,42.512510,1644.79,-1118.56,126.84,40.00,3000
36047.200000,43.493283,42.512580,1650.45,-1122.87,128.51,40.00,3000
36047.400000,43.493243,42.512651,1656.18,-1127.30,127.22,40.00,3000
36047.600000,43.493203,42.512724,1662.08,-1131.83,127.72,40.00,3000
36047.800000,43.493161,42.512797,1667.91,-1136.50,127.52,40.00,3000
36048.000000,43.493119,42.512868,1673.71,-1141.10,128.74,40.00,3000
36048.200000,43.493077,42.512943,1679.73,-1145.85,128.42,40.00,3000
36048.400000,43.493032,42.513027,1686.48,-1150.79,128.23,40.00,3000
36048.600000,43.492987,42.513106,1692.91,-1155.89,126.20,40.00,3000
36048.800000,43.492943,42.513184,1699.21,-1160.75,128.42,40.00,3000
36049.000000,43.492900,42.513263,1705.55,-1165.46,127.66,40.00,3000
36049.200000,43.492858,42.513340,1711.74,-1170.25,126.63,40.00,3000
36049.400000,43.492815,42.513419,1718.11,-1175.02,127.71,40.00,3000
36049.600000,43.492771,42.513494,1724.22,-1179.90,126.77,40.00,3000
36049.800000,43.492726,42.513575,1730.76,-1184.95,128.61,40.00,3000
36050.000000,43.492681,42.513655,1737.17,-1189.88,127.65,40.00,3000
36050.200000,43.492636,42.513740,1744.03,-1194.93,127.61,40.00,3000
36050.400000,43.492589,42.513827,1751.06,-1200.18,126.32,40.00,3000
36050.600000,43.492541,42.513912,1757.99,-1205.45,126.77,40.00,3000
36050.800000,43.492565,42.514051,1769.17,-1202.79,127.08,39.93,2999
